,sku,name,brewery,rating,category,sub_category_1,sub_category_2,sub_category_3,description,region,country,abv,ibu,calories_per_serving_12oz,carbs_per_serving_12oz,tasting_notes,food_pairing,suggested_glassware,serving_temp_f,serving_temp_c,beer_type,features,sub_category_2_original,sub_category_3_original,brewery_original
37875,137898,Okocim Premium Malt Liquor,6141,4.336999999999999,Beer,Specialty Beer,19,0,,Brzesko,Poland,7.0,17.0,,,,"Spicy sausage, Grilled chicken, Pretzels",,,,,,Malt Liquor,,Okocim Brewery
37915,137938,Schlenkerla Oak Smoke,1469,4.401,Beer,Specialty Beer,19,0,,Bamberg,Germany,8.0,40.0,,,,"Barbecue ribs, Smoked sausage, Gouda cheese",,,,,,Malt Liquor,,Brauerei Heller-Trum / Schlenkerla
37957,137980,Smirnoff Ice Black Cherry,7572,4.471,Beer,Specialty Beer,19,0,,London,United Kingdom,5.0,5.0,,,,"Spicy wings, BBQ ribs, Chocolate cake",,,,,,Malt Liquor,,Smirnoff
37959,137982,Smirnoff Ice Cranberry And Lime,7572,4.405,Beer,Specialty Beer,19,0,,London,United Kingdom,4.5,0.0,,,,"Spicy chicken wings, grilled shrimp, citrus salad",,,,,,Malt Liquor,,Smirnoff
37961,137984,Smirnoff Ice Game Day Punch,7572,4.492000000000001,Beer,Specialty Beer,19,0,,London,United Kingdom,5.8,0.0,,,,"Spicy wings, BBQ ribs, Nachos",,,,,,Malt Liquor,,Smirnoff
37962,137985,Smirnoff Ice Grape,7572,4.405,Beer,Specialty Beer,19,0,,London,United Kingdom,4.5,0.0,,,,"Spicy chicken wings, BBQ ribs, Fruit salad",,,,,,Malt Liquor,,Smirnoff
37963,137986,Smirnoff Ice Green Apple,7572,4.405,Beer,Specialty Beer,19,0,,London,United Kingdom,4.5,5.0,,,,"Spicy chicken wings, Grilled shrimp, Apple pie",,,,,,Malt Liquor,,Smirnoff
37964,137987,Smirnoff Ice Malt Beer,7572,4.471,Beer,Specialty Beer,19,0,,London,United Kingdom,5.0,5.0,,,,"Spicy wings, BBQ ribs, Nachos",,,,,,Malt Liquor,,Smirnoff
37965,137988,Smirnoff Ice Mango,7572,4.405,Beer,Specialty Beer,19,0,,London,United Kingdom,4.5,5.0,,,,"Spicy chicken wings, Grilled shrimp, Mango salsa",,,,,,Malt Liquor,,Smirnoff
37966,137989,Smirnoff Ice Margarita,7572,4.439,Beer,Specialty Beer,19,0,,London,United Kingdom,5.5,5.0,,,,"Tacos, Guacamole, Spicy Wings",,,,,,Malt Liquor,,Smirnoff
37967,137990,Smirnoff Ice Original,7572,4.471,Beer,Specialty Beer,19,0,,London,United Kingdom,5.0,5.0,,,,"Spicy wings, BBQ ribs, Cheeseburger",,,,,,Malt Liquor,,Smirnoff
37968,137991,Smirnoff Ice Passion Fruit,7572,4.405,Beer,Specialty Beer,19,0,,London,United Kingdom,4.5,5.0,,,,"Spicy chicken wings, Grilled shrimp, Fresh fruit salad",,,,,,Malt Liquor,,Smirnoff
37969,137992,Smirnoff Ice Peach Bellini,7572,4.405,Beer,Specialty Beer,19,0,,London,United Kingdom,4.5,5.0,,,,"Spicy chicken wings, Grilled shrimp, Fresh fruit salad",,,,,,Malt Liquor,,Smirnoff
37970,137993,Smirnoff Ice Pineapple,7572,4.405,Beer,Specialty Beer,19,0,,London,United Kingdom,4.5,5.0,,,,"Spicy chicken wings, Grilled shrimp, Pineapple upside-down cake",,,,,,Malt Liquor,,Smirnoff
37972,137995,Smirnoff Ice Raspberry,7572,4.405,Beer,Specialty Beer,19,0,,London,United Kingdom,4.5,5.0,,,,"Spicy chicken wings, BBQ ribs, Fruit salad",,,,,,Malt Liquor,,Smirnoff
37984,138007,Smirnoff Ice Strawberry,7572,4.405,Beer,Specialty Beer,19,0,,London,United Kingdom,4.5,5.0,,,,"Strawberry shortcake, Grilled chicken salad, Dark chocolate.",,,,,,Malt Liquor,,Smirnoff
37986,138009,Smirnoff Ice Tropical Fruit,7572,4.405,Beer,Specialty Beer,19,0,,London,United Kingdom,4.5,5.0,,,,"Spicy chicken wings, Grilled shrimp, Fresh fruit salad",,,,,,Malt Liquor,,Smirnoff
37988,138011,Smirnoff Ice Xbt,7572,4.405,Beer,Specialty Beer,19,0,,London,United Kingdom,4.5,0.0,,,,"Spicy wings, BBQ ribs, Grilled shrimp",,,,,,Malt Liquor,,Smirnoff
38001,138024,Sparks Light,7730,4.420000000000001,Beer,Specialty Beer,19,0,,Dublin,Ireland,4.0,4.0,,,,"Sparks Light pairs well with: 
- Grilled chicken, 
- Citrus salad, 
- Spicy shrimp tacos.",,,,,,Malt Liquor,,Sparks Brewing
38006,138029,Squiela Grapefruit,7785,4.460999999999999,Beer,Specialty Beer,19,0,,Barcelona,Spain,5.0,45.0,,,,"Spicy Thai curry, Grilled shrimp, Citrus salad",,,,,,Malt Liquor,,Squiela
38035,138058,Syndicate City Sour Peach,8066,4.325999999999998,Beer,Specialty Beer,19,0,,London,United Kingdom,6.5,7.0,,,,"Spicy Thai curry, Grilled chicken, Peach cobbler",,,,,,Malt Liquor,,Syndicate Brewing Company
38037,138060,Tatra Malt Liquor,8685,3.761999999999999,Beer,Specialty Beer,19,0,,Tychy,Poland,8.0,8.0,,,,"Spicy foods, BBQ ribs, Buffalo wings",,,,,,Malt Liquor,,Tyskie Browary Książęce.
38075,138098,Zhiguly Barrel 95,9279,4.448999999999999,Beer,Specialty Beer,19,0,,Samara,Russia,5.0,95.0,,,,"Barbecue ribs, Smoked brisket, Dark chocolate.",,,,,,Malt Liquor,,Zhiguly Brewery
38101,138124,All Free Non Alcoholic Beer,4051,3.7689999999999992,Beer,Specialty Beer,20,0,,Amsterdam,Netherlands,0.5,0.0,,,,"Spicy wings, BBQ ribs, Cheeseburger",,,,,,Non-Alcohol Beer,,Heineken
38102,138125,Als Drinks Company Als Classic Non Alcoholic Pilsner,323,3.1429999999999985,Beer,Specialty Beer,20,0,,Copenhagen,Denmark,0.0,25.0,,,,"Spicy chicken wings, Grilled shrimp, Margherita pizza",,,,,,Non-Alcohol Beer,,Als Drinks Company
38119,138142,Baltika Non Alcoholic Lager,709,4.258999999999999,Beer,Specialty Beer,20,0,,St. Petersburg,Russia,0.5,8.0,,,,"Spicy chicken wings, Grilled shrimp, Margherita pizza",,,,,,Non-Alcohol Beer,,Baltika Breweries
38124,138147,Becks Haake Beck,401,3.5899999999999994,Beer,Specialty Beer,20,0,,Bremen,Germany,4.9,20.0,,,,"Suggested food pairings: Grilled sausages, Pretzels, Spicy chicken wings",,,,,,Non-Alcohol Beer,,Anheuser-Busch InBev
38126,138149,Big Drop Brewing Co Pine Trail Pale Ale Non Alcoholic Beer,1009,4.447999999999998,Beer,Specialty Beer,20,0,,London,United Kingdom,0.5,30.0,,,,"Spicy chicken wings, Grilled salmon, Gourmet cheese platter",,,,,,Non-Alcohol Beer,,Big Drop Brewing Co
38127,138150,Big Drop Brewing Coba Maya Non Alcoholic Beer,1008,4.447999999999998,Beer,Specialty Beer,20,0,,London,United Kingdom,0.5,30.0,,,,"Spicy Mexican dishes, Grilled chicken, Tacos",,,,,,Non-Alcohol Beer,,Big Drop Brewing
38128,138151,Big Drop Brewing Galactic Extra Dark Non Alcoholic Stout,1008,4.447999999999998,Beer,Specialty Beer,20,0,,London,United Kingdom,0.5,30.0,,,,"Chocolate desserts, BBQ ribs, Spicy chili",,,,,,Non-Alcohol Beer,,Big Drop Brewing
38129,138152,Big Drop Brewing Paradiso IPA Non Alcoholic,1008,4.447999999999998,Beer,Specialty Beer,20,0,,London,United Kingdom,0.5,30.0,,,,"Spicy Thai curry, Grilled chicken, Citrus salad",,,,,,Non-Alcohol Beer,,Big Drop Brewing
38130,138153,Big Drop Brewing Pine Trail Pale Ale Non Alcoholic,1008,4.447999999999998,Beer,Specialty Beer,20,0,,London,United Kingdom,0.5,30.0,,,,"Spicy chicken wings, Grilled salmon, Charcuterie plate",,,,,,Non-Alcohol Beer,,Big Drop Brewing
38131,138154,Bitburger Drive Non Alcoholic Beer,1105,4.236999999999997,Beer,Specialty Beer,20,0,,Bitburg,Germany,0.0,0.0,,,,"Sausages, Pretzels, Cheese",,,,,,Non-Alcohol Beer,,Bitburger
38134,138157,Boozrr Ginfizz Lemon,1338,4.085999999999997,Beer,Specialty Beer,20,0,,London,United Kingdom,5.2,25.0,,,,"Seafood, Salad, Grilled Chicken",,,,,,Non-Alcohol Beer,,Boozrr
38146,138169,Brewdog Elvis Af Non Alcoholic 4 Pack,1527,4.494999999999997,Beer,Specialty Beer,20,0,,Ellon,United Kingdom,0.5,45.0,,,,"Spicy chicken wings, BBQ ribs, Chocolate desserts",,,,,,Non-Alcohol Beer,,Brewdog
38148,138171,Brewdog Ghost Walker Non Alcoholic Beer,1527,4.228999999999998,Beer,Specialty Beer,20,0,,Ellon,United Kingdom,0.5,0.0,,,,"Spicy chicken wings, BBQ ribs, Chocolate desserts",,,,,,Non-Alcohol Beer,,Brewdog
38149,138172,Brewdog Hazy Af,1527,4.433,Beer,Specialty Beer,20,0,,Ellon,United Kingdom,0.5,35.0,,,,"Spicy Thai curry, Grilled chicken, Citrus salad",,,,,,Non-Alcohol Beer,,Brewdog
38150,138173,Brewdog Punk Af,1527,4.433,Beer,Specialty Beer,20,0,,Ellon,United Kingdom,0.5,35.0,,,,"Spicy chicken wings, BBQ ribs, Grilled vegetables",,,,,,Non-Alcohol Beer,,Brewdog
38155,138178,Busty Lush Shes Golden Blonde Ale Non Alcoholic,1848,3.7169999999999974,Beer,Specialty Beer,20,0,,London,United Kingdom,0.0,20.0,,,,"Spicy chicken wings, Grilled shrimp, Caprese salad",,,,,,Non-Alcohol Beer,,Busty Lush
38156,138179,Busty Lush Shes Passionate Non Alcoholic Malt Beverage,1848,3.836999999999997,Beer,Specialty Beer,20,0,,London,United Kingdom,0.0,0.0,,,,"Spicy chicken wings, BBQ ribs, Grilled vegetables",,,,,,Non-Alcohol Beer,,Busty Lush
38158,138181,Ceria Indiewave Alcohol Free IPA,2070,3.9319999999999977,Beer,Specialty Beer,20,0,,Brussels,Belgium,0.0,30.0,,,,"Spicy Thai curry, Grilled chicken, Citrus salad",,,,,,Non-Alcohol Beer,,Ceria.
38161,138184,Clausthaler Dry Hopped Non Alcoholic,2248,3.9389999999999987,Beer,Specialty Beer,20,0,,Frankfurt,Germany,0.4,35.0,,,,"Spicy chicken wings, Grilled vegetables, Margherita pizza",,,,,,Non-Alcohol Beer,,Clausthaler
38162,138185,Clausthaler Grapefruit Non Alcoholic,2248,3.749999999999998,Beer,Specialty Beer,20,0,,Frankfurt,Germany,0.5,18.0,,,,"Spicy Thai food, Grilled chicken, Citrus salad",,,,,,Non-Alcohol Beer,,Clausthaler
38163,138186,Clausthaler Original Non Alcoholic,1051,4.116999999999997,Beer,Specialty Beer,20,0,,Frankfurt,Germany,0.5,18.0,,,,"Spicy chicken wings, Grilled vegetables, Chocolate desserts",,,,,,Non-Alcohol Beer,,Binding-Brauerei AG
38164,138187,Clausthaler Santa Clausthaler Non Alcoholic Beer,2248,3.749999999999998,Beer,Specialty Beer,20,0,,Frankfurt,Germany,0.5,18.0,,,,"Spicy chicken wings, Grilled vegetables, Margherita pizza",,,,,,Non-Alcohol Beer,,Clausthaler
38166,138189,Crisp And Crude Mellow Mule,2457,4.161,Beer,Specialty Beer,20,0,,London,United Kingdom,6.5,45.0,,,,"Spicy Thai curry, Grilled chicken tacos, Citrus salad",,,,,,Non-Alcohol Beer,,Crisp And Crude
38172,138195,Estrella Galicia 0 Non Alcoholic Lager,3081,3.801999999999999,Beer,Specialty Beer,20,0,,A Coruña,Spain,0.0,0.0,,,,"Seafood, Grilled Chicken, Salad",,,,,,Non-Alcohol Beer,,Estrella Galicia
38186,138209,Guinness 0 Non Alcoholic Beer 5 Abv,3893,3.8349999999999995,Beer,Specialty Beer,20,0,,Dublin,Ireland,0.5,5.0,,,,"Beef, Chocolate, BBQ ribs",,,,,,Non-Alcohol Beer,,Guinness
38196,138219,Heineken Non Alcoholic 0,4051,3.5609999999999995,Beer,Specialty Beer,20,0,,Amsterdam,Netherlands,0.0,69.0,,,,"Spicy chicken wings, Grilled shrimp, Margherita pizza",,,,,,Non-Alcohol Beer,,Heineken
38211,138234,Kondrauer Hopster,4811,3.79,Beer,Specialty Beer,20,0,,Bavaria,Germany,5.2,45.0,,,,"Spicy chicken wings, Grilled sausages, Sharp cheddar cheese",,,,,,Non-Alcohol Beer,,Kondrauer Brauerei
38212,138235,Krombacher 0 Non Alcoholic Beer,4833,3.6799999999999993,Beer,Specialty Beer,20,0,,Kreuztal,Germany,0.0,0.0,,,,"Sausages, Pretzels, Cheese",,,,,,Non-Alcohol Beer,,Krombacher
38213,138236,Krombacher Brauerei Alkoholfrei,4834,3.5599999999999996,Beer,Specialty Beer,20,0,,Kreuztal,Germany,0.5,18.0,,,,"Spicy Thai curry, Grilled chicken, Mixed nuts",,,,,,Non-Alcohol Beer,,Krombacher Brauerei
38214,138237,Krombacher Pilsner Non Alcoholic,4836,3.832,Beer,Specialty Beer,20,0,,Kreuztal,Germany,0.5,28.0,,,,"Spicy Thai curry, Grilled chicken, Pretzels",,,,,,Non-Alcohol Beer,,Krombacher.
38216,138239,Lomza Non Alcoholic Beer,1741,3.706999999999997,Beer,Specialty Beer,20,0,,Łomża,Poland,0.5,25.0,,,,"Pizza, Grilled Chicken, Pretzels",,,,,,Non-Alcohol Beer,,Browar Łomża
38219,138242,Mikkeller Drinkin The Sun Non Alcoholic Beer,5584,3.170999999999999,Beer,Specialty Beer,20,0,,Copenhagen,Denmark,0.3,10.0,,,,"Spicy Thai food, Grilled chicken, Fresh salads",,,,,,Non-Alcohol Beer,,Mikkeller
38220,138243,Mikkeller Drinkin The Sun Non Alcoholic,5584,3.170999999999999,Beer,Specialty Beer,20,0,,Copenhagen,Denmark,0.3,10.0,,,,"Spicy Thai food, Grilled chicken, Fresh salads",,,,,,Non-Alcohol Beer,,Mikkeller
38221,138244,Mikkeller Limbo Raspberry Non Alcoholic Beer,5584,3.1679999999999997,Beer,Specialty Beer,20,0,,Copenhagen,Denmark,0.3,30.0,,,,"Spicy Thai food, Grilled chicken, Mixed berries",,,,,,Non-Alcohol Beer,,Mikkeller
38222,138245,Mikkeller Limbo Raspberry Non Alcoholic,5584,3.170999999999999,Beer,Specialty Beer,20,0,,Copenhagen,Denmark,0.3,0.0,,,,"Spicy Thai food, Grilled chicken, Dark chocolate",,,,,,Non-Alcohol Beer,,Mikkeller
38223,138246,Mikkeller Limbo Yuzu Non Alcoholic Beer,5584,3.1479999999999997,Beer,Specialty Beer,20,0,,Copenhagen,Denmark,0.3,35.0,,,,"Sushi, Spicy Thai Curry, Citrus Salad",,,,,,Non-Alcohol Beer,,Mikkeller
38224,138247,Mikkeller Weird Weather Non Alcoholic,5584,3.1479999999999997,Beer,Specialty Beer,20,0,,Copenhagen,Denmark,0.3,35.0,,,,"Spicy Thai food, Grilled chicken, Chocolate desserts",,,,,,Non-Alcohol Beer,,Mikkeller
38225,138248,Moritz 0 Non Alcoholic Lager,5741,3.213,Beer,Specialty Beer,20,0,,Barcelona,Spain,0.0,25.0,,,,"Spicy chicken wings, Grilled vegetables, Margherita pizza",,,,,,Non-Alcohol Beer,,Moritz.
38239,138262,Paulaner Na Radler,6408,4.474000000000003,Beer,Specialty Beer,20,0,,Munich,Germany,2.5,9.0,,,,"Suggested food pairings: Salads, Grilled chicken, Light desserts",,,,,,Non-Alcohol Beer,,Paulaner
38250,138273,Schloss Eggenberg Fastenbier,7287,4.749000000000002,Beer,Specialty Beer,20,0,,Vorchdorf,Austria,6.0,35.0,,,,"Pork, Sausages, Pretzels",,,,,,Non-Alcohol Beer,,Schloss Eggenberg
38252,138275,Sober Carpenter Irish Red Tall Boy,7611,4.29,Beer,Specialty Beer,20,0,,Dublin,Ireland,5.2,25.0,,,,"Grilled sausages, Shepherd's pie, Dark chocolate.",,,,,,Non-Alcohol Beer,,Sober Carpenter Brewing Company
38257,138280,Stella Artois 0 Alcohol Free Beer,401,3.730999999999999,Beer,Specialty Beer,20,0,,Leuven,Belgium,0.0,0.0,,,,"Cheese, Charcuterie, Grilled Chicken",,,,,,Non-Alcohol Beer,,Anheuser-Busch InBev
38258,138281,Stella Artois Liberte 0,7870,4.377,Beer,Specialty Beer,20,0,,Leuven,Belgium,0.5,4.0,,,,"Seafood, Chicken, Salad",,,,,,Non-Alcohol Beer,,Stella Artois
38269,138292,The Naked Collective So Beer Light Non Alcoholic Lager,8250,4.1149999999999975,Beer,Specialty Beer,20,0,,Dublin,Ireland,0.5,18.0,,,,"Spicy chicken wings, Grilled shrimp, Margherita pizza",,,,,,Non-Alcohol Beer,,The Naked Collective
38270,138293,The Naked Collective Sobeer Hint Of Grapefruit Non Alcoholic Beer,8250,4.079999999999997,Beer,Specialty Beer,20,0,,Dublin,Ireland,0.5,25.0,,,,"Spicy Thai curry, Grilled shrimp skewers, Citrus salad",,,,,,Non-Alcohol Beer,,The Naked Collective
38287,138310,Van Pur Malt Drink,8800,4.265999999999997,Beer,Specialty Beer,20,0,,Zabrze,Poland,4.5,0.0,,,,"Spicy chicken wings, BBQ ribs, Cheeseburger",,,,,,Non-Alcohol Beer,,Van Pur
38288,138311,Visitor Non Alcoholic Lager,1524,4.118999999999999,Beer,Specialty Beer,20,0,,Ellon,United Kingdom,0.0,18.0,,,,"Spicy chicken wings, Grilled vegetables, Margherita pizza",,,,,,Non-Alcohol Beer,,BrewDog
38289,138312,Weihenstephaner Hefe Non Alcoholic Beer,8955,4.232999999999997,Beer,Specialty Beer,20,0,,Freising,Germany,0.5,14.0,,,,"Suggested food pairings: 
Sausages, Pretzels, Grilled Chicken",,,,,,Non-Alcohol Beer,,Weihenstephaner
38290,138313,Weihenstephaner Hefeweissbier Alkoholfrei,8955,4.232999999999997,Beer,Specialty Beer,20,0,,Freising,Germany,0.5,14.0,,,,"Sausages, Pretzels, Grilled Chicken",,,,,,Non-Alcohol Beer,,Weihenstephaner
38312,138335,Picketts Hot N Spicy,6490,4.771666666666665,Beer,Specialty Beer,0,0,,London,United Kingdom,5.5,25.0,,,,"Spicy wings, BBQ ribs, Jalapeno poppers",,,,,,,,Pickett's Beer Co.
38319,138342,Rich Wild Irish Wild Fruit,6943,4.839999999999998,Beer,Specialty Beer,0,0,,Dublin,Ireland,6.5,25.0,,,,"Cheese, Charcuterie, Chocolate",,,,,,,,Rich & Wild Brewing
38321,138344,Robinsons Brewery Iron Maiden Trooper British Beer,7037,4.540999999999998,Beer,Specialty Beer,0,0,,Stockport,United Kingdom,4.7,45.0,,,,"Burgers, BBQ ribs, Spicy chicken wings",,,,,,,,Robinsons Brewery
38412,138436,Lammin Kataja Olut With Juniper,4925,3.5799999999999996,Beer,Specialty Beer,28,0,,Hämeenlinna,Finland,4.5,25.0,,,,"Game meats, Smoked salmon, Roasted vegetables",,,,,,Sahti,,Lammin Sahti
38435,138459,Airship Tycoon,7912,4.497999999999999,Beer,Specialty Beer,29,0,,Berlin,Germany,6.5,55.0,,,,"Spicy chicken wings, BBQ ribs, Sharp cheddar cheese",,,,,,Seasonal Beer,,Stone Brewing.
38452,138476,Ayinger Oktoberfest,584,4.230999999999998,Beer,Specialty Beer,29,0,,Aying,Germany,5.8,24.0,,,,"Pretzels, Bratwurst, Roast Chicken",,,,,,Seasonal Beer,,Ayinger
38492,138516,Brasserie Dachouffe Nice,1436,4.438,Beer,Specialty Beer,29,0,,Achouffe,Belgium,8.5,30.0,,,,"Spicy Thai curry, Grilled sausages, Dark chocolate.",,,,,,Seasonal Beer,,Brasserie d'Achouffe
38524,138548,Das Bueno,7912,4.433,Beer,Specialty Beer,29,0,,Berlin,Germany,6.5,45.0,,,,"Spicy Mexican dishes, Grilled meats, Chocolate desserts",,,,,,Seasonal Beer,,Stone Brewing.
38544,138568,Erdinger Oktoberfest,3060,3.5829999999999997,Beer,Specialty Beer,29,0,,Erding,Germany,5.7,22.0,,,,"Pretzels, Bratwurst, Roasted Chicken",,,,,,Seasonal Beer,,Erdinger.
38590,138614,Hefeweisen,8955,4.274999999999997,Beer,Specialty Beer,29,0,,Freising,Germany,5.4,12.0,,,,"Suggested food pairings with Hefeweizen: 

Seafood, Chicken, Salad",,,,,,Seasonal Beer,,Weihenstephaner
38681,138705,Ridgeway Bad Elf Winter Ale,6959,4.774,Beer,Specialty Beer,29,0,,Oxfordshire,United Kingdom,6.0,35.0,,,,"Roast turkey, Spicy sausage, Gingerbread cookies",,,,,,Seasonal Beer,,Ridgeway Brewing
38770,138794,Val Dieu Winter Ale,8793,4.162999999999999,Beer,Specialty Beer,29,0,,Aubel,Belgium,7.0,15.0,,,,"Roasted duck, Stilton cheese, Dark chocolate.",,,,,,Seasonal Beer,,Val-Dieu
38778,138802,Weihenstephaner Oktoberfest Bier,8955,4.179999999999997,Beer,Specialty Beer,29,0,,Freising,Germany,5.8,26.0,,,,"Pretzels, Bratwurst, Roasted Chicken",,,,,,Seasonal Beer,,Weihenstephaner
38797,138821,Aecht Schlenkerla Fastenbier Rauchbier,1469,4.633999999999995,Beer,Specialty Beer,30,0,,Bamberg,Germany,5.5,40.0,,,,"Barbecue ribs, Smoked sausage, Gouda cheese",,,,,,Smoked Beer,,Brauerei Heller-Trum / Schlenkerla
38798,138822,Aecht Schlenkerla Fastenbier,1469,4.633999999999995,Beer,Specialty Beer,30,0,,Bamberg,Germany,5.5,40.0,,,,"Smoked meats, BBQ ribs, Spicy sausage",,,,,,Smoked Beer,,Brauerei Heller-Trum / Schlenkerla
38799,138823,Aecht Schlenkerla Maerzen Rauchbier,1469,4.559999999999997,Beer,Specialty Beer,30,0,,Bamberg,Germany,5.1,30.0,,,,"Barbecue ribs, Smoked sausage, Gouda cheese",,,,,,Smoked Beer,,Brauerei Heller-Trum / Schlenkerla
38800,138824,Aecht Schlenkerla Marzen Rauchbier,1469,4.559999999999997,Beer,Specialty Beer,30,0,,Bamberg,Germany,5.1,30.0,,,,"Barbecue ribs, Smoked sausage, Gouda cheese",,,,,,Smoked Beer,,Brauerei Heller-Trum / Schlenkerla
38801,138825,Aecht Schlenkerla Rauchbier Marzen Rauchbier,1469,4.559999999999997,Beer,Specialty Beer,30,0,,Bamberg,Germany,5.1,30.0,,,,"Barbecue ribs, Smoked sausage, Gouda cheese",,,,,,Smoked Beer,,Brauerei Heller-Trum / Schlenkerla
38802,138826,Aecht Schlenkerla Rauchbier Urbock,1469,4.715999999999997,Beer,Specialty Beer,30,0,,Bamberg,Germany,6.5,40.0,,,,"Barbecue ribs, Smoked sausage, Dark chocolate",,,,,,Smoked Beer,,Brauerei Heller-Trum / Schlenkerla
38803,138827,Aecht Schlenkerla Rauchbier Weizen,1469,4.150999999999996,Beer,Specialty Beer,30,0,,Bamberg,Germany,5.2,20.0,,,,"Grilled sausages, Smoked salmon, Pretzels",,,,,,Smoked Beer,,Brauerei Heller-Trum / Schlenkerla
38810,138834,De Molen Pek And Veren,2600,4.234999999999999,Beer,Specialty Beer,30,0,,Bodegraven,Netherlands,10.5,45.0,,,,"Spicy BBQ ribs, Dark chocolate, Blue cheese",,,,,,Smoked Beer,,De Molen
38832,138856,Nogne Sunturnbrew,6051,4.692000000000001,Beer,Specialty Beer,30,0,,Grimstad,Norway,11.5,100.0,,,,"Chocolate, Roasted Duck, Blue Cheese",,,,,,Smoked Beer,,Nøgne Ø
38838,138862,Schlenkerla Smokebeer,1469,4.6039999999999965,Beer,Specialty Beer,30,0,,Bamberg,Germany,4.5,30.0,,,,"Barbecue, Smoked meats, Spicy foods",,,,,,Smoked Beer,,Brauerei Heller-Trum / Schlenkerla
38841,138865,The Null,6211,4.522999999999999,Beer,Specialty Beer,30,0,,Stockholm,Sweden,6.5,65.0,,,,"Spicy Thai curry, Grilled sausages, Dark chocolate",,,,,,Smoked Beer,,Omnipollo.
38842,138866,The Wild Beer Smoke N Barrel 750Ml,9089,4.471999999999998,Beer,Specialty Beer,30,0,,Somerset,United Kingdom,6.0,35.0,,,,"Smoked meats, BBQ ribs, Dark chocolate",,,,,,Smoked Beer,,Wild Beer Co.
38870,138894,Baladin Nora,697,4.600999999999996,Beer,Specialty Beer,33,0,,Piozzo,Italy,6.8,35.0,,,,"Spicy dishes, Lamb, Chocolate",,,,,,Spiced Beer,,Baladin
38871,138895,Bayerischer Bahnhof Gewurzgose,826,4.408999999999997,Beer,Specialty Beer,33,0,,Leipzig,Germany,4.5,12.0,,,,"Spicy Thai food, Grilled sausages, Soft pretzels",,,,,,Spiced Beer,,Bayerischer Bahnhof
38872,138896,Bfm La Dragonne Swiss Ale,1120,4.173999999999996,Beer,Specialty Beer,33,0,,Saignelégier,Switzerland,6.5,25.0,,,,"Spicy sausage, Roasted chicken, Dark chocolate",,,,,,Spiced Beer,,Bière des Franches-Montagnes
38874,138898,Birreria Le Baladin Nora,4971,4.01,Beer,Specialty Beer,33,0,,Piozzo,Italy,6.8,27.0,,,,"Spicy Thai dishes, Grilled lamb chops, Citrus-infused desserts",,,,,,Spiced Beer,,Le Baladin
38875,138899,Birrificio Italiano Fleurette Gioia Di Vivere,1080,4.455999999999998,Beer,Specialty Beer,33,0,,Lurago Marinone,Italy,6.5,35.0,,,,"Seafood, Pasta with cream sauce, Lemon tart",,,,,,Spiced Beer,,Birrificio Italiano
38900,138924,Chiostro Ale With Wormwood,1074,4.454999999999997,Beer,Specialty Beer,33,0,,Borgorose,Italy,6.5,30.0,,,,"Spicy Thai curry, Grilled lamb chops, Dark chocolate.",,,,,,Spiced Beer,,Birra del Borgo
38935,138959,Genziana Del Borgo,1065,4.629999999999999,Beer,Specialty Beer,33,0,,Borgorose,Italy,6.2,35.0,,,,"Suggested food pairings: Charcuterie, Grilled sausages, Roasted chicken",,,,,,Spiced Beer,,Birra Del Borgo
38973,138998,Mexas Ranger Aged Tequila,5584,4.428,Beer,Specialty Beer,33,0,,Copenhagen,Denmark,8.5,35.0,,,,"Spicy Mexican dishes, Grilled meats, Chocolate desserts",,,,,,Spiced Beer,,Mikkeller
38988,139013,Nogne O Underlig Jul,5995,4.2010000000000005,Beer,Specialty Beer,33,0,,Grimstad,Norway,8.5,50.0,,,,"Roast duck, Dark chocolate, Blue cheese",,,,,,Spiced Beer,,Nogne O
39005,139030,Posca Rustica Dupont,2867,4.093999999999999,Beer,Specialty Beer,33,0,,Tourpes,Belgium,8.0,30.0,,,,"Cheese, Charcuterie, Grilled Chicken",,,,,,Spiced Beer,,Dupont
39006,139031,Premium Beers From Spain La Socarrada,4882,4.398,Beer,Specialty Beer,33,0,,Xàtiva,Spain,6.0,60.0,,,,"Cheese, Charcuterie, Seafood",,,,,,Spiced Beer,,La Socarrada
39007,139032,Professor Fritz Briem 13Th Century Grut Bier,6676,4.437,Beer,Specialty Beer,33,0,,Munich,Germany,4.6,10.0,,,,"Spicy sausage, Roasted chicken, Dark chocolate",,,,,,Spiced Beer,,Professor Fritz Briem
